제목,줄거리,장르,연령등급,제작연도,평점,포스터 이미지,OTT
아키는 하루와 밥을 먹고 싶어,"각자 다른 대학에 진학한 고등학교 동창생 아키와 하루는 조용한 주택가의 단독 주택에서 함께 살기로 한다. 요리 담당인 아키와 정리 담당인 하루는 매일 맛있는 집밥을 같이 해먹으면서, 자연스럽고 기분 좋은 ‘거리감 제로’의 소소한 생활을 이어간다. 한편, 사진작가로 진로를 결정한 하루에 반해, 적성을 찾지 못해 취업 준비도 제자리인 아키의 고민은 점점 깊어지고, 몇 가지 사건들로 오해가 생긴 두 사람 사이에는 이상 기류가 흐르기 시작하는데…",로맨스,12세 이상 관람가,2023년,1.8,https://file.kinolights.com/m/content_poster/202403/21/30115146-ecce-4bcf-b041-5bacd4abbfe3.webp,"왓챠, 티빙"
아키라,"무너진 도쿄, 그리고 비밀리에 진행되는 프로젝트! 제3차 세계대전 이후 붕괴된 도쿄 그곳에 새로 건설된 혼란스러운 도시 ‘네오 도쿄’. 오토바이를 몰며 폭주를 일삼던 소년 카네다는 친구 테츠오가 예상치 못한 사고를 당하며 정부의 비밀 프로젝트의 실험체가 되었음을 알게 되는데...","액션, 애니메이션",15세 이상 관람가,1988년,3.8,https://file.kinolights.com/m/content_poster/202411/27/f3f67e39-4a54-4cdd-a60c-fd55eb2003e4.webp,"왓챠, 티빙"
아틀라스,"AI를 극도로 불신하는 탁월한 데이터 분석가(제니퍼 로페즈). 로봇 반역자를 체포하러 나선 임무가 틀어지면서, AI에 의지할 수밖에 없는 상황을 맞닥뜨린다.",액션,15세 이상 관람가,2024년,2.7,https://file.kinolights.com/m/content_poster/202403/14/04f4e425-419a-41c2-80da-12da9bc78a9e.webp,넷플릭스
아티스트,"1927년 헐리우드, 최고의 인기를 누리던 무성영화계의 스타 조지는 유성영화라는 새로운 트렌드에 적응해야 한다는 주변의 이야기를 무시한다. 하지만 그의 예측과 달리 유성영화의 등장은 순식간에 모든 것을 바꿔놓고 조지는 새로운 배우들에 밀려 어느덧 사람들에게 잊혀져 간다. 한편 신인 시절, 그의 영화에 엑스트라로 출연하며 조지와 운명적인 만남을 가졌던 페피는 인기 여배우가 된 뒤에도 그를 몰래 도우며 곁을 맴도는데…","드라마, 코미디, 로맨스",12세 이상 관람가,2011년,3.9,https://file.kinolights.com/m/content_poster/202307/12/189d86c9-743f-46c0-9046-70d68f4919ad.webp,티빙
아포칼립토,"줄거리 : 마야문명 시절, 표범 발이 살고 있는 부족 마을로 잔인한 전사들로 구성된 침략자들이 습격한다. 표범 발은 아내와 아들을 숨긴 채 반격을 준비한다.

1분 정보 : 배우 겸 감독인 멜 깁슨이 연출을 맡았다. 멜 깁슨의 또 다른 연출작으로는 <패션 오브 크라이스트>, <핵소 고지>가 있다. 영화의 배경에 맞추기 위해 배우들의 대부분은 아메리카 원주민/메스티소 출신으로 구성했다.","드라마, 액션",청소년 관람불가,2006년,3.6,https://file.kinolights.com/m/content_poster/202307/12/31bb51e9-c5d2-4dea-9219-2f83abbc9736.webp,"왓챠, 티빙"
악마는 사라지지 않는다,"그의 헌신이 문제였을까, 아니면 그저 일어날 일이었을까. 소중한 이들을 지키고 싶은 한 남자의 주변에 악한 자들이 들러붙는다. 도망갈 곳도 없는 작고 외딴 마을에서.","드라마, 스릴러",청소년 관람불가,2020년,3.5,https://file.kinolights.com/m/content_poster/202307/12/8d25c36a-917e-47a6-b3c4-40ecc261c3e7.webp,넷플릭스
악마는 프라다를 입는다,최고의 패션 매거진 런웨이에 기적 같이 입사했지만 화려한 세계가 낯설기만 한 앤드리아. 편집장 미란다의 비서로 일하며 칼 같은 질타와 불가능해보이는 미션에 고군분투한다.,"드라마, 코미디",12세 이상 관람가,2006년,3.7,https://file.kinolights.com/m/content_poster/202307/12/b751a34a-5033-4d74-a310-ba5b4402f36d.webp,쿠팡플레이
악마를 보았다,"국정원 경호요원 수현은 약혼녀 주연이 잔인하게 살해당하자 자신에게 가장 소중한 사람을 지켜내지 못했다는 자괴감과 분노로 가장 고통스러운 복수를 다짐한다. 수현은 연쇄살인마 장경철이 범인임을 알아내고 죽을 만큼의 고통만 가하고 놓아주기를 반복하며 처절한 응징을 시작한다. 그러나, 악마보다 더 악랄한 살인마 장경철은 난생 처음 만난 대등한 적수의 출현을 즐기며 반격에 나서기 시작하는데…",스릴러,청소년 관람불가,2010년,3.5,https://file.kinolights.com/m/content_poster/202307/12/9b7adee6-c5de-444f-8902-a2411f8263da.webp,"넷플릭스, 왓챠, 쿠팡플레이, 티빙"
악마를 보았다 (감독판),"국정원 경호요원 수현은 약혼녀 주연이 잔인하게 살해당하자 자신에게 가장 소중한 사람을 지켜내지 못했다는 자괴감과 분노로 가장 고통스러운 복수를 다짐한다. 수현은 연쇄살인마 장경철이 범인임을 알아내고 죽을 만큼의 고통만 가하고 놓아주기를 반복하며 처절한 응징을 시작한다. 그러나, 악마보다 더 악랄한 살인마 장경철은 난생 처음 만난 대등한 적수의 출현을 즐기며 반격에 나서기 시작하는데…",스릴러,청소년 관람불가,2010년,0.0,https://file.kinolights.com/m/content_poster/202502/13/98f94911-50c1-441a-a8cd-abc438e08b9a.webp,티빙
악마와의 토크쇼,"잭 델로이의 토크쇼 '나이트 아올스'는 전국의 잠 못드는 이들의 오랜 동반자로 자리매김한 유명쇼이다. 하지만 잭의 아내가 비참하게 사망한 지 1년이 지나면서 시청률은 급락하고, 그는 자신의 명성을 회복하기 위한 필사의 노력으로 특별한 할로윈 특집을 기획한다. 하지만 그것이 미국 가정의 안방으로 악을 소환하게 되리라고는 예상치 못했다.","스릴러, 공포",15세 이상 관람가,2023년,3.3,https://file.kinolights.com/m/content_poster/202404/19/6feda814-231c-464b-af11-7e7d21d61cb9.webp,"넷플릭스, 왓챠, 쿠팡플레이"
악마판사,"가상의 디스토피아 대한민국, 전 국민이 참여하는 라이브 법정 쇼와 함께 등장한 '악마판사' 강요한. 그는 모두가 원하는 영웅인가, 법관의 가면을 쓴 악마인가?","드라마, 액션, 스릴러",15세 이상 시청가,2021년,3.4,https://file.kinolights.com/m/content_poster/202307/12/57d0cb9f-bce9-4fda-ba7a-b049934de891.webp,"넷플릭스, 티빙"
악연,벗어나고 싶어도 빠져나올 수 없는 악연으로 얽히고설킨 인물들의 이야기를 그린 범죄 스릴러,드라마,19세 이상 시청가,2024년,0.0,https://file.kinolights.com/m/content_poster/202503/19/1a3e3bea-8975-42d4-a260-b664d4f53cd3.webp,넷플릭스
악은 존재하지 않는다,<드라이브 마이 카>(2021)의 음악을 맡았던 에이코 이시바시와 협력해 공연용 영상을 만들다 우연히 장편 극영화로 완성된 작품. 에이코 이시바시의 음악이 강렬한 인상을 남기면서 하마구치 작품 세계의 또 다른 장을 열어젖히는 영화다. 배경은 도쿄와 가깝지만 아직 개발이 진행되지 않은 작은 산골 마을. 코로나 위기가 끝나가자 마을에 글램핑 야영장을 건설하겠다는 주민 설명회가 열린다. 야영장이 생기면 지역 경제 활성화에 도움이 된다는 회사 측 설명에 대해 주민의 반대 의견이 이어지자 회사는 주민을 설득하기 위한 묘수를 고안해 낸다. 자연 풍광의 웅장하고 아름다운 모습과 다소 초현실적으로 느껴지는 장면들이 하마구치의 이전 영화들과 다른 감흥을 불러일으키는데 그 속에서도 하마구치 특유의 구체적인 상황 묘사와 대사들이 이어진다. 하마구치의 영화적 뿌리에 에릭 로메르나 구로사와 기요시만이 아니라 얼마나 많은 거장들이 있을지 계속 궁금하게 만드는 작품이다.,드라마,12세 이상 관람가,2023년,4.0,https://file.kinolights.com/m/content_poster/202402/29/42761b13-5f2b-42fa-b20d-62ee08a2f351.webp,"왓챠, 쿠팡플레이"
악의 꽃,"지원은 연주시 연쇄살인사건과 희성의 관련성을 확인하기 위해 희성을 추적한다. 이 사실을 까마득히 모르는 희성은 거짓말을 반복하며 지원에게 상처를 준다. 한편, 희성은 연주시 연쇄살인사건의 진실에 다가가기 위해 누나 해수를 찾고, 남매는 18년 만에 재회하는데..!","드라마, 로맨스",15세 이상 시청가,2020년,3.8,https://file.kinolights.com/m/content_poster/202307/12/9501422b-a2a8-4bdc-867b-96ef67963105.webp,"넷플릭스, 티빙"
악이 도사리고 있을 때,"외딴 마을, 형제는 악령이 들린 한 남자가 악을 낳으려 하는 걸 목격한다. 둘은 남자를 없애고자 하지만 혼란이 퍼지는 걸 막을 순 없다.","스릴러, 공포",청소년 관람불가,2023년,3.0,https://file.kinolights.com/m/content_poster/202409/03/868ff74d-afc9-4532-9bcd-7f469c086d45.webp,"왓챠, 쿠팡플레이, 티빙"
악인들: 범죄구역,이인자들의 최후의 게임이 시작된다!,드라마,청소년 관람불가,2024년,0.0,https://file.kinolights.com/m/content_poster/202501/10/4e584d9f-28da-44ff-81ce-d03888752148.webp,티빙
"안녕, 프란체스카 시즌 1","배를 잘못 타 한국에 오게 된 한 무리의 뱀파이어들이 실수로 소심하고 불운한 인간 두일을 물게 된다. 뱀파이어가 돼버린 두일은 언젠가 대교주가 오면 다시 인간으로 만들어준다는 약속을 굳게 믿고 할 수 없이 그들과 기묘한 동거를 시작하게 되는, 5명의 보통가족으로 위장한 뱀파이어들의 서울 생활기","드라마, 코미디",모든 연령 시청가,2005년,3.9,https://file.kinolights.com/m/content_poster/202307/12/d404d406-4aa7-496d-8900-8057da503077.webp,왓챠
안락전,"대정의 개국 공신 집안 제가가 역적의 누명을 쓰고 멸문될 때, 정안후의 딸 제재원은 태자 한엽 덕분에 목숨은 구하지만 평생 대산에 갇혀 살아야 하는 신세가 된다. 십 년 뒤, 한엽은 태자비가 되겠다며 달라붙는 해적 임안락을 만나고, 두 사람은 과거 시험 부정행위와 강남 수해 사건 등을 해결하며 가까워진다. 임안락은 본래 제재원으로, 가문의 결백을 밝히기 위해 정체를 숨기고 한엽을 이용하고, 가짜 제재원이 나타나며 황실은 소용돌이에 휘말리는데..",로맨스,12세 이상 시청가,2023년,0.0,https://file.kinolights.com/m/content_poster/202402/06/42dcf7f7-cc99-42d4-9931-50028c509538.webp,티빙
안시성,"천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다. 20만 당나라 최강 대군 VS 5천명의 안시성 군사들. 40배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데…",액션,12세 이상 관람가,2017년,2.7,https://file.kinolights.com/m/content_poster/202307/12/0c85ade3-e6d2-4283-8829-2427d8fdc352.webp,넷플릭스
안토니우스와 클레오파트라,"옥타비우스, 레피두스와 함께 로마를 삼두체제로 다스리고 있던 마르쿠스 안토니우스는 이집트 여왕 클레오파트라와의 사랑에 빠져 로마를 잊고 클레오파트라의 치마폭에 묻혀 살아간다. 그러나 야심만만한 옥타비우스는 이미 레피두스를 실질적으로 굴복시키고 안토니우스마저 제거하여 전로마를 혼자 독차지하려는 야심을 가지고 있으나 안토니우스의 세력이 만만치 않은데다 변방의 폼페이우스의 세력도 혼자서는 버겁다. 그러던 차에 폼페이우스의 위협이 나날이 증가하자 옥타비우스는 안토니우스에게 급히 전갈을 띄워 로마로 부른다. 로마에서 의견차이를 좁히지 못한 안토니우스와 옥타비우스는 어쨌든 폼페이우스라는 공동의 적을 앞에 놓고 손을 잡고 폼페이우스와 평화협상을 성사시킨 뒤 안토니우스와 옥타비우스의 여동생 옥타비아는 정략결혼을 하지만 이미 마음이 클레오파트라에게 가있는 안토니우스는 옥타비우스와의 약속을 또 저버리고 이집트의 클레오파트라에게 달려간다.",드라마,15세 이상 관람가,1973년,0.0,https://file.kinolights.com/m/content_poster/202307/12/c3a4092e-a480-4338-9004-ddc95351bbd6.webp,왓챠
알 포인트,"1972년, 베트남 전쟁의 막바지, 200명의 부대원 중, 혼자 살아 남은 혼바우 전투의 생존자 최태인 중위는 악몽에 시달리며 괴로워한다. 그러나 그의 본대 복귀 요청은 철회되고, CID 부대장은 그에게 비밀 수색 명령을 내린다. 72년 2월 2일 밤 10시. 이날도 사단본부 통신부대의 무전기엔 ""당나귀 삼공...""을 외치는 비명이 들어오고 있다. 6개월 전 작전 지역명 '로미오 포인트'에서 사망한 것으로 추정되는 18명의 수색대원들로부터 계속적인 구조요청이 오고 있었던 것. 그 흔적 없는 병사들의 생사를 확인할 수 있는 증거물을 확보하는 것이 이번 작전의 목표다. 3일 후, 좌표 63도 32분, 53도 27분 _ 로미오 포인트 입구. 어둠이 밀려오는 밀림으로 들어가는 9명의 병사들 뒤로 나뭇잎에 가려졌던 낡은 비문이 드러난다. 不歸! 손에 피 묻은 자, 돌아갈 수 없다!!! 7일간의 작전, 첫 야영지엔 10명의 병사가 보이고... 그러나 이제 하루가 시작되고 있을 뿐이다.","액션, 공포",15세 이상 관람가,2004년,3.4,https://file.kinolights.com/m/content_poster/202307/12/c1433b88-f00c-4961-8cfe-946db1941fd8.webp,"넷플릭스, 왓챠, 쿠팡플레이, 티빙"
알.이.씨,"‘당신이 잠든 사이에’라는 리얼 TV 다큐 프로그램의 리포터 안젤라와 카메라맨 파블로는 촬영을 위해 소방서에 방문한다. 소방관들의 일상을 취재하던 중 한 통의 구조요청 전화가 울리고, 대원들을 따라 사고현장으로 출동한 안젤라와 파블로는 사건현장을 하나도 빠짐 없이 찍기 위해 밀착취재를 시도한다. 그러나 현장에 도착하자마자 미친 듯이 발광하는 노파에게 공격을 당하고, 건물 안에 심상치 않은 일이 일어났음을 느낀 일행들은 급히 탈출을 시도한다. 하지만 모든 출입문은 당국의 폐쇄조치로 봉쇄된 상태. 원인도 모른 채 꼼짝 없이 건물 안에 갇히게 된다. 그 와중에 무언가에 전염된 듯 사람들이 하나 둘 기이하게 변하고, 아직 온전한 사람들은 살기 위해 필사적으로 건물 안을 벗어나려 한다. 이 모습을 놓치지 않기 위해 카메라는 계속해서 돌아가는데…. 당신의 눈도 믿지 못할 공포의 현장이 실시간으로 공개된다!",공포,청소년 관람불가,2007년,3.2,https://file.kinolights.com/m/content_poster/202307/12/d9874100-1213-4d1c-841f-3a22a717f101.webp,티빙
알고 있지만 - 사랑의 형태들,"고통스러운 이별을 겪은 후 연애는 그만두고 작품에 몰두하기로 마음먹은 미우. 그러던 어느 날, 내면의 깊숙한 본능을 일깨우는 매력적이고도 냉담한 예술가를 우연히 만난다.",드라마,19세 이상 시청가,2024년,0.0,https://file.kinolights.com/m/content_poster/202412/05/7cad808a-c138-4cad-9687-b5fd066df433.webp,넷플릭스
